index,name,activity,celebrity_indice,ic,phone_number,web_site,adresse,town,transition
64,Bel Canto Hotel de Ville,Restaurant,"4,7 (980)",4606,+33 1 42 78 30 18,lebelcanto.com,,Paris,https://www.google.com/maps/place/Bel+Canto+Hotel+de+Ville/data=!4m7!3m6!1s0x47e671e2c098462f:0xec1e3398fd34100a!8m2!3d48.854787!4d2.354417!16s%2Fg%2F1yfj8b6l4!19sChIJL0aYwOJx5kcRChA0_ZgzHuw?authuser=0&hl=fr&rclk=1
65,Le Bouquet des Archives,Française,"4,3 (999)",4296,+33 1 42 72 08 49,N/A,31 Rue des Archives,Paris,https://www.google.com/maps/place/Le+Bouquet+des+Archives/data=!4m7!3m6!1s0x47e66e03327a394d:0x404f83d3079e4018!8m2!3d48.8593541!4d2.3559314!16s%2Fg%2F1tddrhr1!19sChIJTTl6MgNu5kcRGECeB9ODT0A?authuser=0&hl=fr&rclk=1
66,Paris,Française,"5,0 (1)",5,https://www.google.com/maps/place/Paris/data=!4m7!3m6!1s0x47e66d0007fd1d97:0x922bbf9581f91acc!8m2!3d48.8567455!4d2.3672081!16s%2Fg%2F11vs8bc_ks!19sChIJlx39BwBt5kcRzBr5gZW_K5I?authuser=0&hl=fr&rclk=1,N/A,2 Rue Roger Verlomme,Paris,https://www.google.com/maps/place/Paris/data=!4m7!3m6!1s0x47e66d0007fd1d97:0x922bbf9581f91acc!8m2!3d48.8567455!4d2.3672081!16s%2Fg%2F11vs8bc_ks!19sChIJlx39BwBt5kcRzBr5gZW_K5I?authuser=0&hl=fr&rclk=1
67,L'Alsacien Châtelet - Restaurant / Bar à Flammekueche,Restaurant de spécialités alsaciennes,"4,6 (2 832)",13027,+33 1 42 77 64 22,lalsacien.com,,Paris,https://www.google.com/maps/place/L%27Alsacien+Ch%C3%A2telet+-+Restaurant+%2F+Bar+%C3%A0+Flammekueche/data=!4m7!3m6!1s0x47e66e1dd6a8f8bb:0x177ed3b1afbbd57!8m2!3d48.858322!4d2.350675!16s%2Fg%2F11b5zxqdny!19sChIJu_io1h1u5kcRV737GjvtdwE?authuser=0&hl=fr&rclk=1
68,Parijs,Française,N/A N/A,0,https://www.google.com/maps/place/Parijs/data=!4m7!3m6!1s0x47e66f543a7099b1:0x141160e724f00d35!8m2!3d48.869426!4d2.3027155!16s%2Fg%2F11l20n6n0l!19sChIJsZlwOlRv5kcRNQ3wJOdgERQ?authuser=0&hl=fr&rclk=1,N/A,53 Rue Pierre Charron,Paris,https://www.google.com/maps/place/Parijs/data=!4m7!3m6!1s0x47e66f543a7099b1:0x141160e724f00d35!8m2!3d48.869426!4d2.3027155!16s%2Fg%2F11l20n6n0l!19sChIJsZlwOlRv5kcRNQ3wJOdgERQ?authuser=0&hl=fr&rclk=1
69,Odette L'Auberge Urbaine,Restaurant,"4,4 (363)",1597,+33 1 44 88 92 60,maison-albar-hotel-paris-celine.com,,Paris,https://www.google.com/maps/place/Odette+L%27Auberge+Urbaine/data=!4m7!3m6!1s0x47e66e21e34e1a57:0xc62c2f13dbc1a654!8m2!3d48.8606345!4d2.344362!16s%2Fg%2F11c2p_s619!19sChIJVxpO4yFu5kcRVKbB2xMvLMY?authuser=0&hl=fr&rclk=1
70,Le Louis Philippe,Française,"4,0 (1 479)",5916,+33 1 40 33 04 84,louisphilippe.fr,,Paris,https://www.google.com/maps/place/Le+Louis+Philippe/data=!4m7!3m6!1s0x47e671e2cf3633c9:0x1d89580120b83512!8m2!3d48.8546305!4d2.3547391!16s%2Fg%2F1w345y8s!19sChIJyTM2z-Jx5kcREjW4IAFYiR0?authuser=0&hl=fr&rclk=1
71,La Jacobine,Française,"4,6 (4 368)",20093,+33 1 46 34 15 95,lajacobine.fr,59-61 Rue Saint-André des Arts,Paris,https://www.google.com/maps/place/La+Jacobine/data=!4m7!3m6!1s0x47e671ded4176171:0x274e05037fc4d75b!8m2!3d48.8533819!4d2.3389252!16s%2Fg%2F1tdwjtrn!19sChIJcWEX1N5x5kcRW9fEfwMFTic?authuser=0&hl=fr&rclk=1
72,Ostra Paris - Oyster bar à huîtres,Restaurant,"4,9 (715)",3504,+33 1 43 54 01 00,ostra.fr,,Paris,https://www.google.com/maps/place/Ostra+Paris+-+Oyster+bar+%C3%A0+hu%C3%AEtres/data=!4m7!3m6!1s0x47e67165660a85e9:0xd1db74987ac306f3!8m2!3d48.8522892!4d2.346532!16s%2Fg%2F11v10qpcwc!19sChIJ6YUKZmVx5kcR8wbDeph029E?authuser=0&hl=fr&rclk=1
73,Paris Resto Cuisines,Restaurant,"3,7 (11)",41,+33 1 85 55 39 19,paris-resto-cuisines.fr,5 Rue d'Alsace,Paris,https://www.google.com/maps/place/Paris+Resto+Cuisines/data=!4m7!3m6!1s0x47e6691b12f90df3:0xe9267580d1fe6cb8!8m2!3d48.876775!4d2.35754!16s%2Fg%2F11gm98fmkp!19sChIJ8w35Ehtp5kcRuGz-0YB1Juk?authuser=0&hl=fr&rclk=1
74,Paillettes Paris Restaurant festif méditerranéen,Restaurant,"4,2 (916)",3847,+33 1 49 29 50 50,paillettes-paris.com,,Paris,https://www.google.com/maps/place/Paillettes+Paris+Restaurant+festif+m%C3%A9diterran%C3%A9en/data=!4m7!3m6!1s0x47e66f5806e8dfe1:0xb56870721a1f67d7!8m2!3d48.8702692!4d2.345744!16s%2Fg%2F11j2xd6s95!19sChIJ4d_oBlhv5kcR12cfGnJwaLU?authuser=0&hl=fr&rclk=1
75,Lombardi,Italienne,"4,4 (1 246)",5482,+33 1 40 24 67 28,foodaffairs.fr,,Paris,https://www.google.com/maps/place/Lombardi/data=!4m7!3m6!1s0x47e66fb8d4f29fb5:0x1300d6013258dd0b!8m2!3d48.8592141!4d2.3497563!16s%2Fg%2F11jkwjx5hd!19sChIJtZ_y1Lhv5kcRC91YMgHWABM?authuser=0&hl=fr&rclk=1
76,Restaurant Café Père & Fils - Brasserie Terrasse Paris 2,Restaurant,"3,7 (867)",3208,+33 1 45 08 41 13,cafe-pere-et-fils.com,86 Rue Montmartre,Paris,https://www.google.com/maps/place/Restaurant+Caf%C3%A9+P%C3%A8re+%26+Fils+-+Brasserie+Terrasse+Paris+2/data=!4m7!3m6!1s0x47e66e3d4f3d8197:0xc4eefbaa852bdbb4!8m2!3d48.8668081!4d2.3444107!16s%2Fg%2F113gnnmns!19sChIJl4E9Tz1u5kcRtNsrhar77sQ?authuser=0&hl=fr&rclk=1
77,Le Petit Marcel,Française,"4,1 (1 361)",5580,+33 1 48 87 10 20,lepetitmarcelparis.fr,65 Rue Rambuteau,Paris,https://www.google.com/maps/place/Le+Petit+Marcel/data=!4m7!3m6!1s0x47e66e1be4a645ff:0x8c85d8c0a2501821!8m2!3d48.861679!4d2.351172!16s%2Fg%2F1tdfy0jc!19sChIJ_0Wm5Btu5kcRIRhQosDYhYw?authuser=0&hl=fr&rclk=1
78,Restaurant Paris,Plats familiaux,N/A N/A,0,https://www.google.com/maps/place/Restaurant+Paris/data=!4m7!3m6!1s0x47e66fbae821c29b:0x4b0f55a5102bc3b4!8m2!3d48.8976746!4d2.3433043!16s%2Fg%2F11rx4hc_z0!19sChIJm8Ih6Lpv5kcRtMMrEKVVD0s?authuser=0&hl=fr&rclk=1,N/A,39B Bd Ney,Paris,https://www.google.com/maps/place/Restaurant+Paris/data=!4m7!3m6!1s0x47e66fbae821c29b:0x4b0f55a5102bc3b4!8m2!3d48.8976746!4d2.3433043!16s%2Fg%2F11rx4hc_z0!19sChIJm8Ih6Lpv5kcRtMMrEKVVD0s?authuser=0&hl=fr&rclk=1
79,Aux 2 saveurs,Restaurant,"4,7 (489)",2298,+33 1 46 06 46 48,aux2saveurs.com,,Paris,https://www.google.com/maps/place/Aux+2+saveurs/data=!4m7!3m6!1s0x47e67204c6f11a4f:0x99ee1a187fdcfd81!8m2!3d48.8463788!4d2.373385!16s%2Fg%2F11dzw5l_hs!19sChIJTxrxxgRy5kcRgf3cfxga7pk?authuser=0&hl=fr&rclk=1
80,Orgueil,Française,"4,7 (2 869)",13484,+33 1 83 97 34 80,bonaloi.com,,Paris,https://www.google.com/maps/place/Orgueil/data=!4m7!3m6!1s0x47e66d3899bc5f51:0xeef88e3e6953f350!8m2!3d48.8571038!4d2.3777207!16s%2Fg%2F11smym19y9!19sChIJUV-8mTht5kcRUPNTaT6O-O4?authuser=0&hl=fr&rclk=1
81,Hollywood Savoy,Française,"4,2 (478)",2008,+33 1 83 64 82 95,fitz-group.fr,,Paris,https://www.google.com/maps/place/Hollywood+Savoy/data=!4m7!3m6!1s0x47e66e3c571a33a7:0xeefffaea4dcf4ae7!8m2!3d48.8691067!4d2.3423135!16s%2Fg%2F1tdmty8y!19sChIJpzMaVzxu5kcR50rPTer6_-4?authuser=0&hl=fr&rclk=1
82,Au Pavillon Paris,Cuisine française moderne,"4,0 (1 259)",5036,+33 1 40 15 90 19,reservateur.fr,65 Bd de Sébastopol,Paris,https://www.google.com/maps/place/Au+Pavillon+Paris/data=!4m7!3m6!1s0x47e66e197de60e2d:0xcc7d3a933a29aefa!8m2!3d48.8633333!4d2.3505556!16s%2Fg%2F1ptx9cyyb!19sChIJLQ7mfRlu5kcR-q4pOpM6fcw?authuser=0&hl=fr&rclk=1
83,Les enfants du marché,Restaurant,"4,3 (696)",2993,+33 1 40 24 01 43,lesenfantsdumarche.fr,"Marché des, 39 Rue de Bretagne",Paris,https://www.google.com/maps/place/Les+enfants+du+march%C3%A9/data=!4m7!3m6!1s0x47e66e0428083ca5:0x615a083f1436b252!8m2!3d48.8625855!4d2.3621245!16s%2Fg%2F11hb3ql2b5!19sChIJpTwIKARu5kcRUrI2FD8IWmE?authuser=0&hl=fr&rclk=1
84,Resto,Française,"3,0 (2)",6,https://www.google.com/maps/place/Resto/data=!4m7!3m6!1s0x47e671ef40a32f8b:0xf9748f5b0e706ee7!8m2!3d48.8534969!4d2.3388999!16s%2Fg%2F11t42k68y6!19sChIJiy-jQO9x5kcR525wDluPdPk?authuser=0&hl=fr&rclk=1,N/A,61 Rue Saint-André des Arts,Paris,https://www.google.com/maps/place/Resto/data=!4m7!3m6!1s0x47e671ef40a32f8b:0xf9748f5b0e706ee7!8m2!3d48.8534969!4d2.3388999!16s%2Fg%2F11t42k68y6!19sChIJiy-jQO9x5kcR525wDluPdPk?authuser=0&hl=fr&rclk=1
85,L'Alivi,Restaurant,"4,5 (1 297)",5836,+33 1 48 87 90 20,restaurant-alivi.com,,Paris,https://www.google.com/maps/place/L%27Alivi/data=!4m7!3m6!1s0x47e66e02984a3b1b:0x8b9c72e7006681f7!8m2!3d48.8564348!4d2.357437!16s%2Fg%2F1vfp2yqn!19sChIJGztKmAJu5kcR94FmAOdynIs?authuser=0&hl=fr&rclk=1
86,ONYX,Gastronomie française,"4,8 (2 256)",10829,+33 1 48 74 04 88,restaurantonyx.com,,Paris,https://www.google.com/maps/place/ONYX/data=!4m7!3m6!1s0x47e66f70b8a0d635:0xf45343c880229934!8m2!3d48.8742576!4d2.3326381!16s%2Fg%2F11vx0jm860!19sChIJNdaguHBv5kcRNJkigMhDU_Q?authuser=0&hl=fr&rclk=1
87,Restaurant Minori Paris,Japonaise,"4,6 (361)",1661,+33 1 44 78 07 68,restaurantminori.com,,Paris,https://www.google.com/maps/place/Restaurant+Minori+Paris/data=!4m7!3m6!1s0x47e66e0298b83675:0x89cecb566f971323!8m2!3d48.8563373!4d2.357313!16s%2Fg%2F1tgy_x7p!19sChIJdTa4mAJu5kcRIxOXb1bLzok?authuser=0&hl=fr&rclk=1
88,La Méthode - Restaurant Paris 5,Française,"4,3 (580)",2494,+33 1 43 54 22 43,la-methode-paris.fr,,Paris,https://www.google.com/maps/place/La+M%C3%A9thode+-+Restaurant+Paris+5/data=!4m7!3m6!1s0x47e671e613abdd8d:0x546ed10f6a58969f!8m2!3d48.847217!4d2.348376!16s%2Fg%2F1tp07dsr!19sChIJjd2rE-Zx5kcRn5ZYag_RblQ?authuser=0&hl=fr&rclk=1
89,Les Amours in paris,Restaurant,"4,3 (1 419)",6102,+33 1 47 05 44 93,amours-in-paris.fr,27 Av. de la Bourdonnais,Paris,https://www.google.com/maps/place/Les+Amours+in+paris/data=!4m7!3m6!1s0x47e66f1f790db2a1:0x755ef484eb360393!8m2!3d48.859066!4d2.2983287!16s%2Fg%2F11q56pky7h!19sChIJobINeR9v5kcRkwM264T0XnU?authuser=0&hl=fr&rclk=1
90,Café de Paris,Française,"3,6 (1 040)",3744,+33 1 42 60 84 26,cafe-de-paris-1er.fr,,Paris,https://www.google.com/maps/place/Caf%C3%A9+de+Paris/data=!4m7!3m6!1s0x47e66e2f7de70e61:0xd47353b5fb12d8d4!8m2!3d48.8636397!4d2.3338303!16s%2Fg%2F1tc_kfx3!19sChIJYQ7nfS9u5kcR1NgS-7VTc9Q?authuser=0&hl=fr&rclk=1
91,Comme à la maison,Plats asiatiques,"4,7 (278)",1307,+33 1 49 23 97 88,commealamaison75.com,,Paris,https://www.google.com/maps/place/Comme+%C3%A0+la+maison/data=!4m7!3m6!1s0x47e66dfd4e7641fd:0xe8f746035a47b081!8m2!3d48.8654841!4d2.3685361!16s%2Fg%2F11fy2jvy07!19sChIJ_UF2Tv1t5kcRgbBHWgNG9-g?authuser=0&hl=fr&rclk=1
92,Le Petit Plateau,Restaurant,"4,5 (289)",1300,+33 1 44 07 61 86,eatbu.com,1 Quai aux Fleurs,Paris,https://www.google.com/maps/place/Le+Petit+Plateau/data=!4m7!3m6!1s0x47e671e3a4135171:0x436c2f14b95cdbdb!8m2!3d48.852961!4d2.351954!16s%2Fg%2F1thk81gp!19sChIJcVETpONx5kcR29tcuRQvbEM?authuser=0&hl=fr&rclk=1
93,Boubalé,Méditerranéenne,"4,3 (278)",1195,+33 1 83 64 00 65,legrandmazarin.com,,Paris,https://www.google.com/maps/place/Boubal%C3%A9/data=!4m7!3m6!1s0x47e66ffe3e3024dd:0xf4e676d6115d5fc3!8m2!3d48.8573066!4d2.354373!16s%2Fg%2F11kj58v8nl!19sChIJ3SQwPv5v5kcRw19dEdZ25vQ?authuser=0&hl=fr&rclk=1
94,La Parisienne,Française,"3,7 (1 128)",4174,+33 1 71 72 96 44,N/A,51 Rue de la Plaine,Paris,https://www.google.com/maps/place/La+Parisienne/data=!4m7!3m6!1s0x47e6727963b5c0a1:0x93959753a26b2da5!8m2!3d48.8502149!4d2.403867!16s%2Fg%2F1yw0_pycf!19sChIJocC1Y3ly5kcRpS1rolOXlZM?authuser=0&hl=fr&rclk=1
95,L'Acanthe,Restaurant,"4,4 (536)",2358,+33 1 40 27 85 28,lacanthe-paris4.fr,22 Rue Saint-Martin,Paris,https://www.google.com/maps/place/L%27Acanthe/data=!4m7!3m6!1s0x47e66e1e7e0b39cd:0xdecafdd199efbca8!8m2!3d48.858572!4d2.350133!16s%2Fg%2F1ptxl66y1!19sChIJzTkLfh5u5kcRqLzvmdH9yt4?authuser=0&hl=fr&rclk=1
96,BISTROT MARGUERITE,Brasserie,"4,1 (2 231)",9147,+33 1 42 72 00 04,restaurant.digityser.com,,Paris,https://www.google.com/maps/place/BISTROT+MARGUERITE/data=!4m7!3m6!1s0x47e66e1df927c755:0x994669fb076cd117!8m2!3d48.8562642!4d2.3505818!16s%2Fg%2F1ttyw174!19sChIJVccn-R1u5kcRF9FsB_tpRpk?authuser=0&hl=fr&rclk=1
97,La Réserve Du Terroir - Restaurant Paris 4,Restaurant,"4,6 (1 115)",5129,+33 1 47 07 55 14,lareserveduterroir.com,13 R. Quincampoix,Paris,https://www.google.com/maps/place/La+R%C3%A9serve+Du+Terroir+-+Restaurant+Paris+4/data=!4m7!3m6!1s0x47e66f64d0be1a93:0x56e67fd92d9bafe6!8m2!3d48.859703!4d2.349799!16s%2Fg%2F11jk5s_c4w!19sChIJkxq-0GRv5kcR5q-bLdl_5lY?authuser=0&hl=fr&rclk=1
98,Cafe Georgette Paris,Restaurant,"4,1 (335)",1373,+33 1 44 61 10 10,hotelgeorgette.com,,Paris,https://www.google.com/maps/place/Cafe+Georgette+Paris/data=!4m7!3m6!1s0x47e66f6566f1ca69:0x4ee37d567a75715c!8m2!3d48.8633049!4d2.3525213!16s%2Fg%2F11q2ss6t7z!19sChIJacrxZmVv5kcRXHF1elZ9404?authuser=0&hl=fr&rclk=1
99,La Chaumière Paris Ile Saint Louis,Restaurant,"3,6 (557)",2005,+33 1 43 54 27 34,lachaumiereparis.eatbu.com,4 Rue Jean du Bellay,Paris,https://www.google.com/maps/place/La+Chaumi%C3%A8re+Paris+Ile+Saint+Louis/data=!4m7!3m6!1s0x47e671e31092ac39:0x873591bd9d3dafe7!8m2!3d48.8528092!4d2.3535546!16s%2Fg%2F1tcwkwrv!19sChIJOaySEONx5kcR5689nb2RNYc?authuser=0&hl=fr&rclk=1
100,Bistrot La Grange - Restaurant Paris 5,Restaurant,"4,6 (300)",1380,+33 9 50 58 28 78,bistrot-la-grange.fr,,Paris,https://www.google.com/maps/place/Bistrot+La+Grange+-+Restaurant+Paris+5/data=!4m7!3m6!1s0x47e671e6b6a87649:0x268c49eb08c98b75!8m2!3d48.8509188!4d2.3485939!16s%2Fg%2F1tf9mkm4!19sChIJSXaotuZx5kcRdYvJCOtJjCY?authuser=0&hl=fr&rclk=1
101,Restaurant Le Céleste Gourmand Paris 4 福来居,Restaurant chinois,"4,3 (397)",1707,+33 1 44 59 37 68,lecelestegourmand.com,8 Rue de la Tacherie,Paris,https://www.google.com/maps/place/Restaurant+Le+C%C3%A9leste+Gourmand+Paris+4+%E7%A6%8F%E6%9D%A5%E5%B1%85/data=!4m7!3m6!1s0x47e66e1e75bf9123:0x7efbca79ca47a7de!8m2!3d48.8575799!4d2.350114!16s%2Fg%2F1ptxq09g6!19sChIJI5G_dR5u5kcR3qdHynnK-34?authuser=0&hl=fr&rclk=1
102,Resto Beyrouth,Libanaise,"4,6 (337)",1550,+33 1 42 77 25 45,N/A,,Paris,https://www.google.com/maps/place/Resto+Beyrouth/data=!4m7!3m6!1s0x47e66f72e7deb1e9:0xe634fc1d96537ef2!8m2!3d48.8591592!4d2.353631!16s%2Fg%2F11pkdrfyml!19sChIJ6bHe53Jv5kcR8n5Tlh38NOY?authuser=0&hl=fr&rclk=1
103,Jaja,Française,"4,4 (2 332)",10261,+33 1 42 74 71 52,jaja-resto.com,,Paris,https://www.google.com/maps/place/Jaja/data=!4m7!3m6!1s0x47e66e02e8530531:0xeb6673434c6a3245!8m2!3d48.8575187!4d2.35725!16s%2Fg%2F1vfwc4lh!19sChIJMQVT6AJu5kcRRTJqTENzZus?authuser=0&hl=fr&rclk=1
104,Chez Vong,Chinoise,"4,2 (401)",1684,+33 1 40 39 99 89,chez-vong.com,,Paris,https://www.google.com/maps/place/Chez+Vong/data=!4m7!3m6!1s0x47e66e19134dcee9:0x93d4783667d7d640!8m2!3d48.862824!4d2.349202!16s%2Fg%2F1tjwh17s!19sChIJ6c5NExlu5kcRQNbXZzZ41JM?authuser=0&hl=fr&rclk=1
105,Aletinetine - Restaurant Chinois Paris 6,Restaurant,"4,8 (479)",2299,+33 1 46 33 06 91,aletinetine.com,9 Rue Danton,Paris,https://www.google.com/maps/place/Aletinetine+-+Restaurant+Chinois+Paris+6/data=!4m7!3m6!1s0x47e67139e6001921:0xd3440adb1e409f6e!8m2!3d48.852345!4d2.341355!16s%2Fg%2F11ssdswt2w!19sChIJIRkA5jlx5kcRbp9AHtsKRNM?authuser=0&hl=fr&rclk=1
106,C’est Comme À La Maison - CCALM,Restaurant,"5,0 (248)",1240,+33 7 56 97 72 68,cestcommealamaison.fr,,Paris,https://www.google.com/maps/place/C%E2%80%99est+Comme+%C3%80+La+Maison+-+CCALM/data=!4m7!3m6!1s0x47e66facb17ca793:0x9a62171ae49b23d8!8m2!3d48.8606187!4d2.3544723!16s%2Fg%2F11qh5ghkq3!19sChIJk6d8saxv5kcR2COb5BoXYpo?authuser=0&hl=fr&rclk=1
107,DAWAAT - Restaurant Indien Paris 10,Restaurant,"4,6 (592)",2723,+33 9 87 15 97 11,restaurantdawaat.fr,,Paris,https://www.google.com/maps/place/DAWAAT+-+Restaurant+Indien+Paris+10/data=!4m7!3m6!1s0x47e66fd365166389:0x3cf57d27382d4078!8m2!3d48.874564!4d2.355861!16s%2Fg%2F11fktmm_21!19sChIJiWMWZdNv5kcReEAtOCd99Tw?authuser=0&hl=fr&rclk=1
108,L'Ébouillanté,Française,"4,3 (870)",3741,+33 1 42 74 70 52,ebouillante.fr,6 Rue des Barres,Paris,https://www.google.com/maps/place/L%27%C3%89bouillant%C3%A9/data=!4m7!3m6!1s0x47e671e2b6dce129:0x3d2a5f0049be9ab3!8m2!3d48.8549926!4d2.3552036!16s%2Fg%2F1tf5_lwp!19sChIJKeHctuJx5kcRs5q-SQBfKj0?authuser=0&hl=fr&rclk=1
109,Parijs,Française,N/A N/A,0,https://www.google.com/maps/place/Parijs/data=!4m7!3m6!1s0x47e6712f36b1fbd1:0xc3618c98c0700d8f!8m2!3d48.853835!4d2.3378246!16s%2Fg%2F11l2b0cyqw!19sChIJ0fuxNi9x5kcRjw1wwJiMYcM?authuser=0&hl=fr&rclk=1,N/A,6 Rue de Buci,Paris,https://www.google.com/maps/place/Parijs/data=!4m7!3m6!1s0x47e6712f36b1fbd1:0xc3618c98c0700d8f!8m2!3d48.853835!4d2.3378246!16s%2Fg%2F11l2b0cyqw!19sChIJ0fuxNi9x5kcRjw1wwJiMYcM?authuser=0&hl=fr&rclk=1
110,Selva,Plats latino-américains,"4,8 (1 103)",5294,+33 9 81 10 21 88,selva-restaurant.fr,,Paris,https://www.google.com/maps/place/Selva/data=!4m7!3m6!1s0x47e671378f549221:0xf80e90a9ab73f630!8m2!3d48.8503777!4d2.3447208!16s%2Fg%2F11k2wqpnjl!19sChIJIZJUjzdx5kcRMPZzq6mQDvg?authuser=0&hl=fr&rclk=1
111,Don Giovanni,Italienne,"4,7 (922)",4333,+33 1 48 87 01 02,dongiovanniparis.com,19 Rue François Miron,Paris,https://www.google.com/maps/place/Don+Giovanni/data=!4m7!3m6!1s0x47e671fd60e8a84b:0x156e41b9e9cf429b!8m2!3d48.8557884!4d2.3572672!16s%2Fg%2F1thbvzrp!19sChIJS6joYP1x5kcRm0LP6blBbhU?authuser=0&hl=fr&rclk=1
112,Magma | Chef Ryuya Ono,Française,"4,6 (468)",2153,+33 1 48 05 56 90,restaurantmagma.com,9 Rue Jean-Pierre Timbaud,Paris,https://www.google.com/maps/place/Magma+%7C+Chef+Ryuya+Ono/data=!4m7!3m6!1s0x47e66f2d56c01d8f:0xaf15813b920c097a!8m2!3d48.8651114!4d2.3672331!16s%2Fg%2F11t40s6qdn!19sChIJjx3AVi1v5kcRegkMkjuBFa8?authuser=0&hl=fr&rclk=1
113,Loulou,Bistro,"4,1 (1 752)",7183,+33 1 42 77 37 30,bistrotchezloulou.com,,Paris,https://www.google.com/maps/place/Loulou/data=!4m7!3m6!1s0x47e66e1bf015f7c3:0x92e28a26c1efce58!8m2!3d48.8616248!4d2.3513124!16s%2Fg%2F1td12kxg!19sChIJw_cV8Btu5kcRWM7vwSaK4pI?authuser=0&hl=fr&rclk=1
114,Le Clown Bar - Restaurant,Restaurant,"4,3 (1 099)",4726,+33 1 43 55 87 35,clownbar.fr,,Paris,https://www.google.com/maps/place/Le+Clown+Bar+-+Restaurant/data=!4m7!3m6!1s0x47e672007997a0fd:0x161ef10244689ce1!8m2!3d48.8636036!4d2.3672314!16s%2Fg%2F123249m66!19sChIJ_aCXeQBy5kcR4ZxoRALxHhY?authuser=0&hl=fr&rclk=1
115,LE TAGINE RESTAURANT,Marocaine,"4,2 (535)",2247,+33 1 47 00 28 67,letagine-restaurant.com,,Paris,https://www.google.com/maps/place/LE+TAGINE+RESTAURANT/data=!4m7!3m6!1s0x47e66dfd65de607d:0x785aeadfcd62304a!8m2!3d48.864249!4d2.3679603!16s%2Fg%2F1tj4y02y!19sChIJfWDeZf1t5kcRSjBizd_qWng?authuser=0&hl=fr&rclk=1
116,Miznon,Restaurant,"4,3 (2 818)",12117,+33 7 68 83 97 58,miznonparis.com,,Paris,https://www.google.com/maps/place/Miznon/data=!4m7!3m6!1s0x47e66e025df684a3:0xecc075dfcafa5f2e!8m2!3d48.8571597!4d2.3589814!16s%2Fg%2F11b6dhy1wt!19sChIJo4T2XQJu5kcRLl_6yt91wOw?authuser=0&hl=fr&rclk=1
117,Les Cuivres - Restaurant Paris 11,Restaurant,"4,6 (1 398)",6431,+33 1 43 55 12 64,lescuivresparis.com,,Paris,https://www.google.com/maps/place/Les+Cuivres+-+Restaurant+Paris+11/data=!4m7!3m6!1s0x47e66da0ff65b757:0x206210ed2a6e062d!8m2!3d48.8644777!4d2.3776096!16s%2Fg%2F11fb0w8k8n!19sChIJV7dl_6Bt5kcRLQZuKu0QYiA?authuser=0&hl=fr&rclk=1
118,amarante restaurant paris 75012,Française,"4,6 (395)",1817,+33 7 67 33 21 25,amarante.paris,,Paris,https://www.google.com/maps/place/amarante+restaurant+paris+75012/data=!4m7!3m6!1s0x47e67203c7cf6689:0xd65de9f65c19bd62!8m2!3d48.8496126!4d2.3701156!16s%2Fg%2F11b781bvx8!19sChIJiWbPxwNy5kcRYr0ZXPbpXdY?authuser=0&hl=fr&rclk=1
119,Le Corner Saint Germain - Restaurant Paris 5,Française,"4,2 (845)",3549,+33 1 43 54 34 44,lecorner-saintgermain.fr,,Paris,https://www.google.com/maps/place/Le+Corner+Saint+Germain+-+Restaurant+Paris+5/data=!4m7!3m6!1s0x47e671fbd88151b5:0xf91327f25bd9ca92!8m2!3d48.8512902!4d2.344368!16s%2Fg%2F11g0g4t8rv!19sChIJtVGB2Ptx5kcRksrZW_InE_k?authuser=0&hl=fr&rclk=1
120,Le Saint Sébastien,Restaurant,"4,6 (336)",1546,+33 6 49 75 27 90,lesaintsebastien.paris,,Paris,https://www.google.com/maps/place/Le+Saint+S%C3%A9bastien/data=!4m7!3m6!1s0x47e66dcf5ea0e87d:0x7959dc37f4aa97b6!8m2!3d48.8615061!4d2.3710352!16s%2Fg%2F11ffltz9l6!19sChIJfeigXs9t5kcRtpeq9DfcWXk?authuser=0&hl=fr&rclk=1
121,Maslow - Restaurant Paris 1,Végétarienne,"4,8 (6 669)",32011,https://www.google.com/maps/place/Maslow+-+Restaurant+Paris+1/data=!4m7!3m6!1s0x47e66f22d9bf25f5:0x832e3b6d7e559261!8m2!3d48.8581186!4d2.3443325!16s%2Fg%2F11kj100w6d!19sChIJ9SW_2SJv5kcRYZJVfm07LoM?authuser=0&hl=fr&rclk=1,maslow-restaurants.com,,Paris,https://www.google.com/maps/place/Maslow+-+Restaurant+Paris+1/data=!4m7!3m6!1s0x47e66f22d9bf25f5:0x832e3b6d7e559261!8m2!3d48.8581186!4d2.3443325!16s%2Fg%2F11kj100w6d!19sChIJ9SW_2SJv5kcRYZJVfm07LoM?authuser=0&hl=fr&rclk=1
122,Ty Louis,Restaurant,"4,8 (880)",4224,+33 6 73 08 54 13,instagram.com,,Paris,https://www.google.com/maps/place/Ty+Louis/data=!4m7!3m6!1s0x47e672734626fe0b:0xd972596d84418084!8m2!3d48.8492139!4d2.3895622!16s%2Fg%2F1pp2vk8zw!19sChIJC_4mRnNy5kcRhIBBhG1Zctk?authuser=0&hl=fr&rclk=1
