index,name,activity,celebrity_indice,ic,phone_number,web_site,adresse,town,transition
64,Restaurant DAMA Lyon,Française,"5,0 (259)",1295,+33 9 84 04 68 48,restaurantdamalyon.fr,,Lyon,https://www.google.com/maps/place/Restaurant+DAMA+Lyon/data=!4m7!3m6!1s0x47f4ebda72b0bcc9:0x44972f924141b1eb!8m2!3d45.772547!4d4.8495845!16s%2Fg%2F11s5swz5f_!19sChIJybywctrr9EcR67FBQZIvl0Q?authuser=0&hl=fr&rclk=1
65,La Nef Des Fous,Française,"4,3 (992)",4266,+33 4 78 42 73 67,la-nef-des-fous.com,5 Rue du Bœuf,Lyon,https://www.google.com/maps/place/La+Nef+Des+Fous/data=!4m7!3m6!1s0x47f4ebaa9279b009:0xaa66f1001b5af805!8m2!3d45.7630975!4d4.8274399!16s%2Fg%2F1tcx6c7t!19sChIJCbB5kqrr9EcRBfhaGwDxZqo?authuser=0&hl=fr&rclk=1
66,Bouchon Tupin,Française,"4,8 (1 666)",7997,+33 4 78 37 45 93,bouchontupin.com,30 Rue Tupin,Lyon,https://www.google.com/maps/place/Bouchon+Tupin/data=!4m7!3m6!1s0x47f4ebea4ea10d8f:0xcd7365e601992d6!8m2!3d45.7628785!4d4.8349451!16s%2Fg%2F11gmyhqnn9!19sChIJjw2hTurr9EcR1pIZYF421ww?authuser=0&hl=fr&rclk=1
67,Cercle Rouge,Restaurant,"4,8 (684)",3283,+33 4 78 28 41 98,cercle-rouge.fr,,Lyon,https://www.google.com/maps/place/Cercle+Rouge/data=!4m7!3m6!1s0x47f4eaf91baeaaab:0x72ca3359db679af7!8m2!3d45.7666892!4d4.837197!16s%2Fg%2F11cs3qk113!19sChIJq6quG_nq9EcR95pn21kzynI?authuser=0&hl=fr&rclk=1
68,L'Établi,Restaurant,"4,8 (615)",2952,+33 4 78 37 49 83,letabli-restaurant.fr,,Lyon,https://www.google.com/maps/place/L%27%C3%89tabli/data=!4m7!3m6!1s0x47f4ea4d07de4f33:0xa36116a4b05c43c7!8m2!3d45.7528326!4d4.8302156!16s%2Fg%2F11f29z_m77!19sChIJM0_eB03q9EcRx0NcsKQWYaM?authuser=0&hl=fr&rclk=1
69,Le Vivarais,Française,"4,5 (742)",3339,+33 4 78 37 85 15,restaurant-levivarais.fr,,Lyon,https://www.google.com/maps/place/Le+Vivarais/data=!4m7!3m6!1s0x47f4ea4de4734167:0x3f4c0abd573ce2ed!8m2!3d45.753657!4d4.83302!16s%2Fg%2F1tm688fh!19sChIJZ0Fz5E3q9EcR7eI8V70KTD8?authuser=0&hl=fr&rclk=1
70,Café Comptoir Abel,Française,"4,5 (3 555)",15998,+33 4 78 37 46 18,maisonabel.fr,,Lyon,https://www.google.com/maps/place/Caf%C3%A9+Comptoir+Abel/data=!4m7!3m6!1s0x47f4ebb28fbd2eb1:0x1bcc92f5bcb4fa5b!8m2!3d45.7540443!4d4.8258415!16s%2Fg%2F1tf156qz!19sChIJsS69j7Lr9EcRW_q0vPWSzBs?authuser=0&hl=fr&rclk=1
71,Le Book-Lard,Française,"4,6 (500)",2300,+33 9 84 21 38 17,le-book-lard.fr,,Lyon,https://www.google.com/maps/place/Le+Book-Lard/data=!4m7!3m6!1s0x47f4eaf5b330b791:0xa1264fc6131f74b9!8m2!3d45.7656785!4d4.847698!16s%2Fg%2F11bxnnl3j3!19sChIJkbcws_Xq9EcRuXQfE8ZPJqE?authuser=0&hl=fr&rclk=1
72,Le Lafayette Lyon 02,Française,"4,7 (169)",794,+33 4 78 42 23 85,N/A,,Lyon,https://www.google.com/maps/place/Le+Lafayette+Lyon+02/data=!4m7!3m6!1s0x47f4ea57b2207851:0x3deadc82287faeb7!8m2!3d45.7620222!4d4.8375389!16s%2Fg%2F1tfx47hn!19sChIJUXggslfq9EcRt65_KILc6j0?authuser=0&hl=fr&rclk=1
73,Regain restaurant LYON,Restaurant,"4,8 (727)",3490,+33 9 81 10 65 08,regainrestaurant.fr,,Lyon,https://www.google.com/maps/place/Regain+restaurant+LYON/data=!4m7!3m6!1s0x47f4eb4da94831b3:0x1ad8c6e638ca7612!8m2!3d45.7671011!4d4.8302041!16s%2Fg%2F11q24ksqhc!19sChIJszFIqU3r9EcREnbKOObG2Bo?authuser=0&hl=fr&rclk=1
74,La Cuisine,Française,"4,5 (465)",2092,+33 4 78 28 15 31,restaurant-lacuisine.com,9 Rue Saint-Polycarpe,Lyon,https://www.google.com/maps/place/La+Cuisine/data=!4m7!3m6!1s0x47f4eafea0eb999f:0xa3eeb5643a745017!8m2!3d45.7688152!4d4.8344668!16s%2Fg%2F1w111jxn!19sChIJn5nroP7q9EcRF1B0OmS17qM?authuser=0&hl=fr&rclk=1
75,Copain comme canard,Restaurant,"4,8 (895)",4296,+33 4 78 38 24 74,copaincommecanard.com,,Lyon,https://www.google.com/maps/place/Copain+comme+canard/data=!4m7!3m6!1s0x47f4eba1163f0939:0x78d7df7e050312ef!8m2!3d45.7591193!4d4.8429989!16s%2Fg%2F11tcbr0zbj!19sChIJOQk_FqHr9EcR7xIDBX7f13g?authuser=0&hl=fr&rclk=1
76,Rose De Damas,Libanaise,"4,8 (616)",2957,+33 9 81 03 15 54,rose-de-damas-lyon.fr,,Lyon,https://www.google.com/maps/place/Rose+De+Damas/data=!4m7!3m6!1s0x47f4eb94408ce46b:0x3c18e24492d52b87!8m2!3d45.7662756!4d4.864546!16s%2Fg%2F11f6yf32n0!19sChIJa-SMQJTr9EcRhyvVkkTiGDw?authuser=0&hl=fr&rclk=1
77,Mama Restaurant Lyon,Restaurant,"4,2 (1 974)",8291,+33 4 78 02 58 58,fr.mamashelter.com,,Lyon,https://www.google.com/maps/place/Mama+Restaurant+Lyon/data=!4m7!3m6!1s0x47f4ea4103dc2a85:0x7c5b15df97dc21!8m2!3d45.7469827!4d4.8450906!16s%2Fg%2F1ptwxk5js!19sChIJhSrcA0Hq9EcRIdyX3xVbfAA?authuser=0&hl=fr&rclk=1
78,Tigermilk Lyon,Restaurant,"4,7 (3 034)",14260,+33 9 79 00 31 52,tigermilkrestaurants.com,,Lyon,https://www.google.com/maps/place/Tigermilk+Lyon/data=!4m7!3m6!1s0x47f4ebb72673b007:0xd6b2ea46ff3d1a3!8m2!3d45.7669618!4d4.8357101!16s%2Fg%2F11sszcy04y!19sChIJB7BzJrfr9EcRo9Hzb6Quaw0?authuser=0&hl=fr&rclk=1
79,Les Terrasses de Lyon,Cuisine gastronomique,"4,4 (551)",2424,+33 4 72 56 56 02,villaflorentine.com,,Lyon,https://www.google.com/maps/place/Les+Terrasses+de+Lyon/data=!4m7!3m6!1s0x47f4ebaa69916dc3:0xbb9e1b4a0346de84!8m2!3d45.7633966!4d4.8261652!16s%2Fg%2F11r8j9rsh!19sChIJw22Raarr9EcRhN5GA0obnrs?authuser=0&hl=fr&rclk=1
80,L'Art & la Manière,Française,"4,5 (501)",2254,+33 4 37 27 05 83,art-et-la-maniere.fr,,Lyon,https://www.google.com/maps/place/L%27Art+%26+la+Mani%C3%A8re/data=!4m7!3m6!1s0x47f4ea426117ee0d:0x9c6ecef2c366f941!8m2!3d45.751261!4d4.847734!16s%2Fg%2F1tdb85ln!19sChIJDe4XYULq9EcRQflmw_LObpw?authuser=0&hl=fr&rclk=1
81,LE F2 Restaurant,Française,"4,5 (855)",3848,+33 4 78 82 22 22,lef2.com,,Lyon,https://www.google.com/maps/place/LE+F2+Restaurant/data=!4m7!3m6!1s0x47f4ea56ccc1e855:0xeac2aee8f54f8272!8m2!3d45.7592145!4d4.8357974!16s%2Fg%2F11c1g6t74f!19sChIJVejBzFbq9EcRcoJP9eiuwuo?authuser=0&hl=fr&rclk=1
82,L'arquebuse,Restaurant,"4,7 (380)",1786,+33 4 82 31 41 97,restaurantlarquebuse.com,,Lyon,https://www.google.com/maps/place/L%27arquebuse/data=!4m7!3m6!1s0x47f4eb35ed7de863:0xe0831031b2fffd53!8m2!3d45.765153!4d4.8348507!16s%2Fg%2F11sqj8t9z0!19sChIJY-h97TXr9EcRU_3_sjEQg-A?authuser=0&hl=fr&rclk=1
83,Chez M'man,Française,"4,2 (2 171)",9118,+33 4 78 42 65 92,chezmman.fr,,Lyon,https://www.google.com/maps/place/Chez+M%27man/data=!4m7!3m6!1s0x47f4ea516dde0d39:0xfac978cd3f3d3ebd!8m2!3d45.7573516!4d4.8347282!16s%2Fg%2F1tcwf9zv!19sChIJOQ3ebVHq9EcRvT49P814yfo?authuser=0&hl=fr&rclk=1
84,Like An Elephant,Végétalienne,"4,8 (771)",3701,+33 9 82 59 59 24,likeanelephant.fr,11 Mnt Saint-Sébastien,Lyon,https://www.google.com/maps/place/Like+An+Elephant/data=!4m7!3m6!1s0x47f4eae333f24f49:0x7d22b61070bf8189!8m2!3d45.7736361!4d4.834775!16s%2Fg%2F11f_c06cxf!19sChIJSU_yM-Pq9EcRiYG_cBC2In0?authuser=0&hl=fr&rclk=1
85,NOSCH,Restaurant,"4,7 (605)",2844,+33 4 78 42 08 31,nosch.fr,,Lyon,https://www.google.com/maps/place/NOSCH/data=!4m7!3m6!1s0x47f4ea5671040001:0x65391da2f6bb0187!8m2!3d45.7622559!4d4.8350846!16s%2Fg%2F11hd7f2b52!19sChIJAQAEcVbq9EcRhwG79qIdOWU?authuser=0&hl=fr&rclk=1
86,Le Bouchon des Filles,Restaurant,"4,6 (1 679)",7723,+33 4 78 30 40 44,lebouchondesfilles.fr,20 Rue Sergent Blandan,Lyon,https://www.google.com/maps/place/Le+Bouchon+des+Filles/data=!4m7!3m6!1s0x47f4eb01f439fe73:0xc28debbb730b4077!8m2!3d45.7686729!4d4.8293599!16s%2Fg%2F1tg_8v23!19sChIJc_459AHr9EcRd0ALc7vrjcI?authuser=0&hl=fr&rclk=1
87,Le Bouchon des Cordeliers,Française,"4,7 (2 414)",11346,+33 4 78 03 33 53,bouchondescordeliers.com,,Lyon,https://www.google.com/maps/place/Le+Bouchon+des+Cordeliers/data=!4m7!3m6!1s0x47f4eaf87d816171:0x44711cc7231a974b!8m2!3d45.7643717!4d4.8377061!16s%2Fg%2F11bxg5l6lp!19sChIJcWGBffjq9EcRS5caI8cccUQ?authuser=0&hl=fr&rclk=1
88,Ludovic B Restaurant,Française,"4,5 (535)",2408,+33 4 37 24 19 28,ludovicb.fr,,Lyon,https://www.google.com/maps/place/Ludovic+B+Restaurant/data=!4m7!3m6!1s0x47f4ea8bbcb2a9ed:0xfc4ec6c1f7f519f1!8m2!3d45.766403!4d4.8546716!16s%2Fg%2F1v44prx7!19sChIJ7amyvIvq9EcR8Rn198HGTvw?authuser=0&hl=fr&rclk=1
89,Le Garet,Française,"4,5 (1 010)",4545,+33 4 78 28 16 94,N/A,7 Rue du Garet,Lyon,https://www.google.com/maps/place/Le+Garet/data=!4m7!3m6!1s0x47f4eaf917877381:0x8eccccf3603f33ad!8m2!3d45.7669381!4d4.8369146!16s%2Fg%2F1txc6cwy!19sChIJgXOHF_nq9EcRrTM_YPPMzI4?authuser=0&hl=fr&rclk=1
90,LE BISTROT ABEL - Bistrot lyonnais gastronomique,Restaurant,"4,6 (1 427)",6564,+33 4 37 57 92 51,maisonabel.fr,,Lyon,https://www.google.com/maps/place/LE+BISTROT+ABEL+-+Bistrot+lyonnais+gastronomique/data=!4m7!3m6!1s0x47f4eaf8834c1b1b:0x10951e274c8e84e5!8m2!3d45.7640359!4d4.8369349!16s%2Fg%2F11cjrf15gq!19sChIJGxtMg_jq9EcR5YSOTCcelRA?authuser=0&hl=fr&rclk=1
91,Au Rendez vous des Amis lyon 6,Restaurant,"4,2 (794)",3335,+33 4 78 24 37 54,instagram.com,,Lyon,https://www.google.com/maps/place/Au+Rendez+vous+des+Amis+lyon+6/data=!4m7!3m6!1s0x47f4ea8798af2693:0x266858f31da0672a!8m2!3d45.7638815!4d4.8639732!16s%2Fg%2F1tg34kly!19sChIJkyavmIfq9EcRKmegHfNYaCY?authuser=0&hl=fr&rclk=1
92,Empanadas Club,Restaurant,"4,8 (1 128)",5414,+33 4 83 43 27 23,empanadasclub.com,,Lyon,https://www.google.com/maps/place/Empanadas+Club/data=!4m7!3m6!1s0x47f4eb683d456d9f:0x3c671f9bd8e39429!8m2!3d45.7666699!4d4.8346445!16s%2Fg%2F11j3pscnkw!19sChIJn21FPWjr9EcRKZTj2JsfZzw?authuser=0&hl=fr&rclk=1
93,Culina Hortus,Végétarienne,"4,7 (930)",4371,+33 4 69 84 71 08,culinahortus.com,,Lyon,https://www.google.com/maps/place/Culina+Hortus/data=!4m7!3m6!1s0x47f4eb5dc2e61c57:0xe67c5e6118fd62a9!8m2!3d45.7666511!4d4.8374171!16s%2Fg%2F11gnqf3zgj!19sChIJVxzmwl3r9EcRqWL9GGFefOY?authuser=0&hl=fr&rclk=1
94,Cuisine et Dépendances By Fabrice BONNOT,Gastronomie française,"4,5 (448)",2016,+33 4 78 37 45 02,fabricebonnot.fr,,Lyon,https://www.google.com/maps/place/Cuisine+et+D%C3%A9pendances+By+Fabrice+BONNOT/data=!4m7!3m6!1s0x47f4ea4c6411b981:0x5ce73b119554163c!8m2!3d45.7506878!4d4.8303376!16s%2Fg%2F1tfycx_0!19sChIJgbkRZEzq9EcRPBZUlRE751w?authuser=0&hl=fr&rclk=1
95,La Tête De Lard,Française,"4,4 (1 120)",4928,+33 4 78 27 96 80,bouchonlatetedelard.fr,,Lyon,https://www.google.com/maps/place/La+T%C3%AAte+De+Lard/data=!4m7!3m6!1s0x47f4eafeabaec173:0x2c8d3abb479ad163!8m2!3d45.7684939!4d4.8354487!16s%2Fg%2F1tfc1c71!19sChIJc8Guq_7q9EcRY9GaR7s6jSw?authuser=0&hl=fr&rclk=1
96,Le Moment,Française,"4,3 (805)",3462,+33 4 78 83 23 71,restaurantlemoment.fr,,Lyon,https://www.google.com/maps/place/Le+Moment/data=!4m7!3m6!1s0x47f4eb6b8907b683:0x60ae56e1e408fb4e!8m2!3d45.779458!4d4.807089!16s%2Fg%2F1tfq8kyb!19sChIJg7YHiWvr9EcRTvsI5OFWrmA?authuser=0&hl=fr&rclk=1
97,Restaurant Maison Baud,Restaurant,"4,8 (128)",614,+33 4 81 11 86 19,maisonbaud.fr,,Lyon,https://www.google.com/maps/place/Restaurant+Maison+Baud/data=!4m7!3m6!1s0x47f4eb8e0fd5ff0d:0x2564ee352db9bcac!8m2!3d45.7668257!4d4.8373988!16s%2Fg%2F11v0tmyb8h!19sChIJDf_VD47r9EcRrLy5LTXuZCU?authuser=0&hl=fr&rclk=1
98,Restaurant Circle,Gastronomie française,"5,0 (202)",1010,+33 4 78 27 86 93,circlelyon.fr,,Lyon,https://www.google.com/maps/place/Restaurant+Circle/data=!4m7!3m6!1s0x47f4ebf207ed5d73:0xcb5a3d8c652ca2ef!8m2!3d45.764925!4d4.8325185!16s%2Fg%2F11vb2zgf_5!19sChIJc13tB_Lr9EcR76IsZYw9Wss?authuser=0&hl=fr&rclk=1
99,L'Entrecôte,Viande,"4,1 (4 234)",17359,+33 4 78 28 16 64,entrecote.fr,10 Rue de la République,Lyon,https://www.google.com/maps/place/L%27Entrec%C3%B4te/data=!4m7!3m6!1s0x47f4eaf8da89aa99:0xfba9a7d69a3d6a20!8m2!3d45.765624!4d4.835743!16s%2Fg%2F1td5whrd!19sChIJmaqJ2vjq9EcRIGo9mtanqfs?authuser=0&hl=fr&rclk=1
100,Notre Maison,Restaurant,"4,7 (1 305)",6134,+33 4 72 41 78 48,bouchonnotremaison.com,,Lyon,https://www.google.com/maps/place/Notre+Maison/data=!4m7!3m6!1s0x47f4eb0070894b29:0x87658339bb3030c1!8m2!3d45.7645255!4d4.8276811!16s%2Fg%2F1tdb__8b!19sChIJKUuJcADr9EcRwTAwuzmDZYc?authuser=0&hl=fr&rclk=1
101,L' Atelier d' Yvonne,Restaurant,"4,4 (1 515)",6666,+33 4 78 37 55 90,restaurant-atelier-yvonne.fr,,Lyon,https://www.google.com/maps/place/L%27+Atelier+d%27+Yvonne/data=!4m7!3m6!1s0x47f4ea5170f30aa7:0x4ee785141256e1d3!8m2!3d45.7571731!4d4.8346226!16s%2Fg%2F1xg5s04l!19sChIJpwrzcFHq9EcR0-FWEhSF504?authuser=0&hl=fr&rclk=1
102,Bichon Restaurant,Restaurant,"4,7 (504)",2369,N/A,bichon.restaurant,9 Rue Neuve,Lyon,https://www.google.com/maps/place/Bichon+Restaurant/data=!4m7!3m6!1s0x47f4eb1458800817:0xfd737f5a3bfa8cfc!8m2!3d45.7652712!4d4.8351243!16s%2Fg%2F11sysnw170!19sChIJFwiAWBTr9EcR_Iz6O1p_c_0?authuser=0&hl=fr&rclk=1
103,Contre-Champ,Bistro,"4,6 (762)",3505,+33 4 72 40 91 47,contre-champ.com,,Lyon,https://www.google.com/maps/place/Contre-Champ/data=!4m7!3m6!1s0x47f4ebaa567d3de9:0x43c8f592eb4883ca!8m2!3d45.7621685!4d4.8264591!16s%2Fg%2F1hm50249l!19sChIJ6T19Vqrr9EcRyoNI65L1yEM?authuser=0&hl=fr&rclk=1
104,La Nef Des Fous,Française,"4,3 (992)",4266,+33 4 78 42 73 67,la-nef-des-fous.com,5 Rue du Bœuf,Lyon,https://www.google.com/maps/place/La+Nef+Des+Fous/data=!4m7!3m6!1s0x47f4ebaa9279b009:0xaa66f1001b5af805!8m2!3d45.7630975!4d4.8274399!16s%2Fg%2F1tcx6c7t!19sChIJCbB5kqrr9EcRBfhaGwDxZqo?authuser=0&hl=fr&rclk=1
105,Café Terroir Lyon,Restaurant,"4,5 (629)",2830,+33 9 53 36 08 11,cafeterroir.fr,,Lyon,https://www.google.com/maps/place/Caf%C3%A9+Terroir+Lyon/data=!4m7!3m6!1s0x47f4ea53873d490b:0xf06b7760c8628489!8m2!3d45.7591776!4d4.8318387!16s%2Fg%2F11b808_fxs!19sChIJC0k9h1Pq9EcRiYRiyGB3a_A?authuser=0&hl=fr&rclk=1
106,Les Demoiselles de Rochefort,Française,"4,5 (344)",1548,+33 4 72 00 07 06,restaurant-lesdemoiselles.com,,Lyon,https://www.google.com/maps/place/Les+Demoiselles+de+Rochefort/data=!4m7!3m6!1s0x47f4eafc43d3a579:0x398ab223b36f5f76!8m2!3d45.7700157!4d4.8345327!16s%2Fg%2F11b6dqpbj1!19sChIJeaXTQ_zq9EcRdl9vsyOyijk?authuser=0&hl=fr&rclk=1
107,CHEZ ANTONIN - Écailler aux Halles de Lyon Paul Bocuse,Fruits de mer,"4,7 (299)",1405,+33 4 78 94 09 13,epicery.com,,Lyon,https://www.google.com/maps/place/CHEZ+ANTONIN+-+%C3%89cailler+aux+Halles+de+Lyon+Paul+Bocuse/data=!4m7!3m6!1s0x47f4eaf557dd1c59:0xb37dc465881c4e80!8m2!3d45.7630433!4d4.8505866!16s%2Fg%2F1tdjqh9x!19sChIJWRzdV_Xq9EcRgE4ciGXEfbM?authuser=0&hl=fr&rclk=1
108,Les Téléphones Restaurant,Restaurant,"4,3 (496)",2133,+33 4 74 70 07 00,fourviere-hotel.com,,Lyon,https://www.google.com/maps/place/Les+T%C3%A9l%C3%A9phones+Restaurant/data=!4m7!3m6!1s0x47f4eba5bfd3752f:0xc6f6c103b6445e8d!8m2!3d45.7585764!4d4.8165245!16s%2Fg%2F11c6dgvym1!19sChIJL3XTv6Xr9EcRjV5EtgPB9sY?authuser=0&hl=fr&rclk=1
109,La Sommeliere,Cuisine gastronomique,"4,9 (192)",941,+33 4 78 79 86 45,la-sommeliere.net,6 Rue Mourguet,Lyon,https://www.google.com/maps/place/La+Sommeliere/data=!4m7!3m6!1s0x47f4ebab81830e03:0xcbc66ba2d4fb52cb!8m2!3d45.7597776!4d4.825982!16s%2Fg%2F11fz8_cy4d!19sChIJAw6Dgavr9EcRy1L71KJrxss?authuser=0&hl=fr&rclk=1
110,Café du Rhône - Restaurant Lyon,Restaurant,"4,5 (930)",4185,+33 4 78 95 44 13,cafedurhone.fr,,Lyon,https://www.google.com/maps/place/Caf%C3%A9+du+Rh%C3%B4ne+-+Restaurant+Lyon/data=!4m7!3m6!1s0x47f4ea5a3c7357e1:0x44ac1d5f22d2053b!8m2!3d45.758112!4d4.840948!16s%2Fg%2F11bbmmlhqq!19sChIJ4VdzPFrq9EcROwXSIl8drEQ?authuser=0&hl=fr&rclk=1
111,L'Espace Carnot,Restaurant,"3,5 (1 227)",4294,+33 4 72 41 98 40,espacecarnot.fr,,Lyon,https://www.google.com/maps/place/L%27Espace+Carnot/data=!4m7!3m6!1s0x47f4ea4cd0169a67:0x8e986bf2baf51075!8m2!3d45.75172!4d4.8282608!16s%2Fg%2F1260vxp0d!19sChIJZ5oW0Ezq9EcRdRD1uvJrmI4?authuser=0&hl=fr&rclk=1
112,Le Jean Moulin,Française,"4,6 (475)",2185,+33 4 78 37 37 97,lejeanmoulin-lyon.com,45 Rue de Sèze,Lyon,https://www.google.com/maps/place/Le+Jean+Moulin/data=!4m7!3m6!1s0x47f4eaf8f527cc8b:0x312ef17e2a4ca16d!8m2!3d45.7684139!4d4.8479889!16s%2Fg%2F1tgvczzv!19sChIJi8wn9fjq9EcRbaFMKn7xLjE?authuser=0&hl=fr&rclk=1
113,Chez Paul,Française,"4,5 (1 614)",7263,+33 4 78 28 35 83,bouchonchezpaul.fr,11 Rue Major Martin,Lyon,https://www.google.com/maps/place/Chez+Paul/data=!4m7!3m6!1s0x47f4eafef93369cd:0x2b9c5888b7256293!8m2!3d45.7667712!4d4.832623!16s%2Fg%2F1td75y04!19sChIJzWkz-f7q9EcRk2Ilt4hYnCs?authuser=0&hl=fr&rclk=1
114,Auberge des canuts - Bouchon Lyonnais,Française,"4,3 (2 348)",10096,+33 9 86 50 36 26,auberge-des-canuts.com,,Lyon,https://www.google.com/maps/place/Auberge+des+canuts+-+Bouchon+Lyonnais/data=!4m7!3m6!1s0x47f4ebab060d706f:0x7f9bc53f037ca0a8!8m2!3d45.7611847!4d4.8267622!16s%2Fg%2F11f32qpxxr!19sChIJb3ANBqvr9EcRqKB8Az_Fm38?authuser=0&hl=fr&rclk=1
115,ROI Alexandre,Russe,"4,5 (572)",2574,+33 9 72 58 05 70,roialexandre-lyon.fr,,Lyon,https://www.google.com/maps/place/ROI+Alexandre/data=!4m7!3m6!1s0x47f4ea7a16f95555:0x6350b45fef88ded6!8m2!3d45.7541938!4d4.8645347!16s%2Fg%2F11c5s880x7!19sChIJVVX5Fnrq9EcR1t6I71-0UGM?authuser=0&hl=fr&rclk=1
116,Le Touareg,Marocaine,"4,3 (1 222)",5255,+33 4 72 77 69 66,letouareg.fr,38 Rue du Bœuf,Lyon,https://www.google.com/maps/place/Le+Touareg/data=!4m7!3m6!1s0x47f4ebaa546d1a85:0x55e4084514e484c9!8m2!3d45.762254!4d4.826411!16s%2Fg%2F1tmxdxmn!19sChIJhRptVKrr9EcRyYTkFEUI5FU?authuser=0&hl=fr&rclk=1
117,Chez M'man,Française,"4,2 (2 171)",9118,+33 4 78 42 65 92,chezmman.fr,,Lyon,https://www.google.com/maps/place/Chez+M%27man/data=!4m7!3m6!1s0x47f4ea516dde0d39:0xfac978cd3f3d3ebd!8m2!3d45.7573516!4d4.8347282!16s%2Fg%2F1tcwf9zv!19sChIJOQ3ebVHq9EcRvT49P814yfo?authuser=0&hl=fr&rclk=1
118,Maison Moly,Restaurant,"4,9 (573)",2808,+33 4 78 08 89 52,maisonmoly.fr,,Lyon,https://www.google.com/maps/place/Maison+Moly/data=!4m7!3m6!1s0x47f4ebe8ace1b81b:0xe8f043b0c8df49af!8m2!3d45.7666456!4d4.8373553!16s%2Fg%2F11h4cq9ggd!19sChIJG7jhrOjr9EcRr0nfyLBD8Og?authuser=0&hl=fr&rclk=1
119,Siprès restaurant,Restaurant,"4,9 (217)",1063,+33 4 87 78 43 02,sipresrestaurant.fr,,Lyon,https://www.google.com/maps/place/Sipr%C3%A8s+restaurant/data=!4m7!3m6!1s0x47f4eb908398c647:0xd29e9fc056f18ca9!8m2!3d45.7492271!4d4.8413432!16s%2Fg%2F11t_w7kk6m!19sChIJR8aYg5Dr9EcRqYzxVsCfntI?authuser=0&hl=fr&rclk=1
120,L'arquebuse,Restaurant,"4,7 (380)",1786,+33 4 82 31 41 97,restaurantlarquebuse.com,,Lyon,https://www.google.com/maps/place/L%27arquebuse/data=!4m7!3m6!1s0x47f4eb35ed7de863:0xe0831031b2fffd53!8m2!3d45.765153!4d4.8348507!16s%2Fg%2F11sqj8t9z0!19sChIJY-h97TXr9EcRU_3_sjEQg-A?authuser=0&hl=fr&rclk=1
121,FRAZARIN,Italienne,"4,9 (466)",2283,+33 9 82 39 92 73,frazarin.com,,Lyon,https://www.google.com/maps/place/FRAZARIN/data=!4m7!3m6!1s0x47f4eb1df3034cc3:0xe1dfb4627d18503b!8m2!3d45.7513281!4d4.8297064!16s%2Fg%2F11lg_fg72k!19sChIJw0wD8x3r9EcRO1AYfWK03-E?authuser=0&hl=fr&rclk=1
